City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
345,boyabat,41.4689,34.7667,19.01,37,85,0.63,TR,2024-04-25
346,vilyuchinsk,52.9306,158.4028,12.15,62,100,4.89,RU,2024-04-25
347,belize city,17.4995,-88.1976,27.79,81,3,2.24,BZ,2024-04-25
348,nagqu,31.5,92.0,2.46,43,90,5.92,CN,2024-04-25
349,dunedin,-45.8742,170.5036,13.22,71,93,2.24,NZ,2024-04-25
350,kristiansund,63.1115,7.732,1.36,75,75,1.54,NO,2024-04-25
351,ostersund,63.1792,14.6357,0.25,93,75,2.06,SE,2024-04-25
352,cidade velha,14.9167,-23.6167,22.26,73,75,3.09,CV,2024-04-25
353,suva,-18.1416,178.4415,31.71,70,40,5.14,FJ,2024-04-25
354,labrador city,52.9463,-66.9114,-7.68,57,100,6.69,CA,2024-04-25
355,chonchi,-42.6128,-73.8092,10.07,88,59,4.67,CL,2024-04-25
356,zouerate,22.7187,-12.4521,24.92,22,12,3.68,MR,2024-04-25
357,norwich,52.6278,1.2983,2.96,91,72,2.57,GB,2024-04-25
358,caibarien,22.5206,-79.4669,23.62,72,39,5.25,CU,2024-04-25
359,howrah,22.5892,88.3103,34.0,46,20,3.6,IN,2024-04-25
360,karlskrona,56.1616,15.5866,-3.75,74,7,2.08,SE,2024-04-25
361,clarksdale,34.2001,-90.5709,19.99,62,86,3.09,US,2024-04-25
362,bairnsdale,-37.8333,147.6167,17.25,59,69,1.79,AU,2024-04-25
363,kudahuvadhoo,2.6708,72.8944,28.6,75,100,3.62,MV,2024-04-25
364,nzega,-2.479,29.5564,13.64,93,98,1.09,RW,2024-04-25
365,touros,-5.1989,-35.4608,26.11,79,7,4.02,BR,2024-04-25
366,san sebastian de la gomera,28.0916,-17.1133,20.2,68,0,2.57,ES,2024-04-25
367,port saint john's,-31.6229,29.5448,20.07,87,14,3.24,ZA,2024-04-25
368,naze,28.3667,129.4833,22.51,55,57,1.29,JP,2024-04-25
369,castillos,-34.1667,-53.8333,10.66,84,0,1.37,UY,2024-04-25
370,forster,-32.1667,152.5167,20.72,72,95,4.6,AU,2024-04-25
371,stanthorpe,-28.6667,151.95,21.35,64,99,3.68,AU,2024-04-25
372,east end,34.5507,-92.341,20.84,75,70,2.26,US,2024-04-25
373,tieling,42.2931,123.8414,21.72,35,5,5.13,CN,2024-04-25
374,vila franca do campo,37.7167,-25.4333,15.23,77,35,3.07,PT,2024-04-25
375,le port,-20.9373,55.2919,23.98,77,49,1.78,RE,2024-04-25
376,puerto aysen,-45.4,-72.7,5.81,99,100,1.81,CL,2024-04-25
377,vanino,49.0869,140.2543,10.51,62,100,2.75,RU,2024-04-25
378,iwaki,37.05,140.8833,22.85,50,0,7.31,JP,2024-04-25
379,lospalos,-8.5186,127.0025,28.02,71,76,4.6,TL,2024-04-25
380,tocopilla,-22.092,-70.1979,20.37,77,7,5.41,CL,2024-04-25
381,paracuru,-3.41,-39.0306,26.17,91,44,3.16,BR,2024-04-25
382,idri,27.5,13.2667,18.52,38,0,7.53,LY,2024-04-25
383,prince rupert,54.3161,-130.3201,10.83,74,40,1.54,CA,2024-04-25
384,praia da vitoria,38.7333,-27.0667,16.14,77,75,4.75,PT,2024-04-25
385,ko samui,9.5357,99.9357,32.95,62,20,2.06,TH,2024-04-25
386,dassun,17.7204,121.6816,34.1,47,15,5.32,PH,2024-04-25
387,saint-pierre,-21.3393,55.4781,22.82,78,0,1.54,RE,2024-04-25
388,kalianget,-7.05,113.9333,29.11,78,95,4.03,ID,2024-04-25
389,camana,-16.6228,-72.7111,20.42,91,55,3.5,PE,2024-04-25
390,kosong,38.3788,128.4676,22.27,46,3,3.52,KR,2024-04-25
391,colares,38.7992,-9.4469,14.07,83,41,8.94,PT,2024-04-25
392,masuguru,-11.3667,38.4167,21.66,99,85,1.07,TZ,2024-04-25
393,borgarnes,64.5383,-21.9206,7.03,76,67,3.06,IS,2024-04-25
394,pingliang,35.5392,106.6861,21.09,27,0,1.95,CN,2024-04-25
395,tamaqua,40.7973,-75.9694,10.15,61,100,2.57,US,2024-04-25
396,port blair,11.6667,92.75,33.02,66,20,2.06,IN,2024-04-25
397,arhribs,36.7936,4.3116,7.63,54,100,2.48,DZ,2024-04-25
398,orchard homes,46.8633,-114.0484,17.08,34,0,2.57,US,2024-04-25
399,pakokku,21.3333,95.1,36.12,32,13,2.85,MM,2024-04-25
400,otjimbingwe,-22.35,16.1333,21.5,26,0,2.4,,2024-04-25
401,belo sur tsiribihina,-19.7,44.55,20.73,91,1,1.22,MG,2024-04-25
402,al burayqah,30.4062,19.5739,17.71,53,100,1.44,LY,2024-04-25
403,ilheus,-14.7889,-39.0494,23.67,93,21,1.84,BR,2024-04-25
404,zacharo,37.4833,21.65,14.04,77,65,4.18,GR,2024-04-25
405,quimili,-27.6333,-62.4167,17.18,94,100,2.29,AR,2024-04-25
406,trashi yangtse,27.6116,91.498,20.12,40,18,1.76,BT,2024-04-25
407,coyhaique,-45.5752,-72.0662,5.97,93,100,1.54,CL,2024-04-25
408,yazykovo,55.2199,56.1353,12.75,84,31,3.62,RU,2024-04-25
409,salalah,17.0151,54.0924,28.05,78,0,1.54,OM,2024-04-25
410,selfoss,63.9331,-20.9971,5.69,72,75,1.1,IS,2024-04-25
411,callaway,30.153,-85.5699,20.96,87,0,2.57,US,2024-04-25
412,prado,-17.3411,-39.2208,25.21,85,0,2.36,BR,2024-04-25
413,kangding,30.0513,101.9603,11.3,97,97,0.22,CN,2024-04-25
414,saguenay,48.4168,-71.0657,-4.4,56,75,8.23,CA,2024-04-25
415,esmeraldas,-19.7625,-44.3139,23.48,80,2,1.47,BR,2024-04-25
416,zakamensk,50.3741,103.2863,1.71,39,100,2.55,RU,2024-04-25
417,umm kaddadah,13.6017,26.6876,24.41,8,3,3.56,SD,2024-04-25
418,onega,63.9061,38.1404,-1.59,93,92,1.43,RU,2024-04-25
419,oranjemund,-28.55,16.4333,13.79,94,99,3.16,,2024-04-25
420,fort st. john,56.2499,-120.8529,8.94,34,75,6.17,CA,2024-04-25
421,isna,25.2934,32.554,26.01,15,74,1.46,EG,2024-04-25
422,galliano,29.4422,-90.2992,22.0,77,0,1.54,US,2024-04-25
423,san fernando del valle de catamarca,-28.4696,-65.7852,17.55,98,83,2.56,AR,2024-04-25
424,belmonte,-15.8631,-38.8828,25.08,89,4,1.73,BR,2024-04-25
425,crane,31.3974,-102.3501,23.83,66,46,9.73,US,2024-04-25
426,kalabo,-14.97,22.6814,15.16,46,3,1.93,ZM,2024-04-25
427,augusto correa,-1.0217,-46.635,24.34,95,99,0.59,BR,2024-04-25
428,pacasmayo,-7.4006,-79.5714,20.77,83,79,3.79,PE,2024-04-25
429,descalvado,-21.9039,-47.6194,18.49,66,62,1.14,BR,2024-04-25
430,dutse,11.7594,9.3392,28.15,22,10,4.48,NG,2024-04-25
431,mao,39.8885,4.2658,11.31,71,0,2.06,ES,2024-04-25
432,muncar,-8.4333,114.3333,30.03,73,76,1.96,ID,2024-04-25
433,christchurch,-43.5333,172.6333,24.11,38,20,5.14,NZ,2024-04-25
434,ilhabela,-23.7781,-45.3581,23.15,92,100,2.34,BR,2024-04-25
435,port augusta,-32.5,137.7667,18.12,47,97,6.83,AU,2024-04-25
436,monduli,-3.3,36.45,18.09,96,93,1.95,TZ,2024-04-25
437,wanning,18.8003,110.3967,30.95,64,0,7.71,CN,2024-04-25
438,timmins,48.4669,-81.3331,-4.1,68,0,0.0,CA,2024-04-25
439,vorkuta,67.5,64.0,-11.41,87,95,1.15,RU,2024-04-25
440,la ronge,55.1001,-105.2842,12.14,32,75,5.66,CA,2024-04-25
441,ta`u,-14.2336,-169.5144,28.56,72,61,4.83,AS,2024-04-25
442,buckie,57.6757,-2.9624,4.88,83,85,7.95,GB,2024-04-25
443,mapastepec,15.4333,-92.9,27.4,81,20,0.72,MX,2024-04-25
444,holualoa,19.6228,-155.9522,25.91,82,100,4.63,US,2024-04-25
445,taguatinga,-12.3857,-46.5711,25.73,57,34,1.13,BR,2024-04-25
446,las vegas,36.175,-115.1372,26.88,15,20,7.2,US,2024-04-25
447,sumbe,-11.2061,13.8437,26.05,90,100,2.95,AO,2024-04-25
448,katima mulilo,-17.5,24.2667,15.38,48,0,0.63,,2024-04-25
449,toliara,-23.35,43.6667,20.93,89,1,3.94,MG,2024-04-25
450,tazacorte,28.629,-17.9293,18.54,59,0,4.12,ES,2024-04-25
451,port douglas,-16.4833,145.4667,26.79,66,63,5.21,AU,2024-04-25
452,posadas,-27.3671,-55.8961,21.81,99,99,1.94,AR,2024-04-25
453,corner brook,48.9667,-57.9484,2.09,99,100,1.2,CA,2024-04-25
454,shenjiamen,29.9576,122.298,14.88,75,98,2.83,CN,2024-04-25
455,amarante do maranhao,-5.5667,-46.7422,22.71,95,23,1.06,BR,2024-04-25
456,cabo san lucas,22.8909,-109.9124,25.9,63,70,4.88,MX,2024-04-25
457,bel ombre,-4.6167,55.4167,25.91,89,75,4.12,SC,2024-04-25
458,calvinia,-31.4707,19.776,13.3,60,2,1.53,ZA,2024-04-25
459,puerto leguizamo,-0.1934,-74.7819,23.32,97,100,0.83,CO,2024-04-25
460,bocas del toro,9.3333,-82.25,25.03,75,94,2.75,PA,2024-04-25
461,komotini,41.1228,25.3964,13.36,94,100,2.01,GR,2024-04-25
462,necochea,-38.5473,-58.7368,9.3,86,2,4.25,AR,2024-04-25
463,mandal,25.45,74.5667,31.88,17,3,3.0,IN,2024-04-25
464,khovd,48.0056,91.6419,0.89,36,44,3.54,MN,2024-04-25
465,aral,40.5156,81.2636,22.57,18,3,0.86,CN,2024-04-25
466,puducherry,11.9333,79.8167,30.84,61,1,3.71,IN,2024-04-25
467,posto fiscal rolim de moura,-13.0833,-62.2667,24.35,91,55,1.2,BR,2024-04-25
468,fortuna foothills,32.6578,-114.4119,30.05,26,0,7.2,US,2024-04-25
469,auki,-8.7676,160.7034,30.61,67,52,2.59,SB,2024-04-25
470,puerto armuelles,8.2833,-82.8667,26.16,86,83,2.24,PA,2024-04-25
471,mejit,10.2753,170.8646,27.44,77,100,8.85,MH,2024-04-25
472,trondheim,63.4305,10.3951,1.05,89,100,2.28,NO,2024-04-25
473,mont-dore,-22.2833,166.5833,27.99,99,42,4.44,NC,2024-04-25
474,bay roberts,47.5999,-53.2648,10.51,99,100,7.75,CA,2024-04-25
475,codrington,-38.2667,141.9667,14.38,65,93,6.21,AU,2024-04-25
476,vilyuysk,63.7553,121.6247,-9.44,85,100,5.81,RU,2024-04-25
477,yanchep,-31.55,115.6833,20.07,38,96,6.07,AU,2024-04-25
478,samfya,-11.3649,29.5565,17.06,78,71,3.48,ZM,2024-04-25
479,canela,-29.3656,-50.8156,14.37,97,86,0.4,BR,2024-04-25
480,kourou,5.1552,-52.6478,26.03,77,99,2.86,GF,2024-04-25
481,san,13.3034,-4.8956,35.45,13,100,2.19,ML,2024-04-25
482,margate,51.3813,1.3862,4.83,74,100,3.86,GB,2024-04-25
483,nelson bay,-32.7167,152.15,21.67,66,98,4.47,AU,2024-04-25
484,tobol,52.6844,62.5794,7.67,54,100,5.86,KZ,2024-04-25
485,katsuura,35.1333,140.3,21.01,83,100,4.07,JP,2024-04-25
486,wladyslawowo,54.7909,18.4009,1.08,80,59,2.91,PL,2024-04-25
487,kiffa,16.6166,-11.4045,32.37,15,3,4.31,MR,2024-04-25
488,isangel,-19.55,169.2667,28.06,83,40,3.09,VU,2024-04-25
489,bodaybo,57.8506,114.1933,3.09,76,100,2.95,RU,2024-04-25
490,cooma,-36.2333,149.1333,12.13,38,6,4.13,AU,2024-04-25
491,sault ste. marie,46.5168,-84.3333,-0.84,64,0,2.57,CA,2024-04-25
492,talakan,50.3167,130.3667,15.07,68,86,8.42,RU,2024-04-25
493,novyy urgal,51.0736,132.5642,16.68,47,100,5.79,RU,2024-04-25
494,novo aripuana,-5.1206,-60.3797,23.51,99,83,0.85,BR,2024-04-25
495,mar del plata,-38.0023,-57.5575,12.71,86,0,1.34,AR,2024-04-25
496,floro,61.5996,5.0328,2.04,87,100,2.57,NO,2024-04-25
497,nicoya,10.1483,-85.452,27.22,68,59,5.67,CR,2024-04-25
498,kavieng,-2.5744,150.7967,29.55,76,80,5.02,PG,2024-04-25
499,machico,32.7,-16.7667,18.35,65,20,5.66,PT,2024-04-25
500,berdigestyakh,62.0989,126.6992,-6.67,81,100,6.02,RU,2024-04-25
501,bratsk,56.1325,101.6142,1.27,46,76,4.56,RU,2024-04-25
502,zaidpur,26.8333,81.3333,31.04,13,1,3.07,IN,2024-04-25
503,la passe,45.5549,-0.8967,11.1,88,90,5.17,FR,2024-04-25
504,pacific grove,36.6177,-121.9166,14.27,84,100,4.02,US,2024-04-25
505,riviere-du-loup,47.8304,-69.5342,-3.51,68,100,5.66,CA,2024-04-25
506,rosaryville,38.7568,-76.8097,16.64,66,0,4.12,US,2024-04-25
507,sao tome,0.3365,6.7273,27.85,82,99,3.04,ST,2024-04-25
508,krasnovishersk,60.4078,57.082,-1.84,94,100,3.73,RU,2024-04-25
509,jayapura,-2.5333,140.7,32.66,63,13,2.52,ID,2024-04-25
510,broken hill,-31.95,141.4333,16.11,39,73,7.69,AU,2024-04-25
511,maile,-38.9466,-72.3727,10.34,95,100,3.51,CL,2024-04-25
512,labuan bajo,-8.4964,119.8877,29.87,71,100,1.96,ID,2024-04-25
513,saiha,22.4833,92.9667,33.32,35,0,1.26,IN,2024-04-25
514,puerto baquerizo moreno,-0.9,-89.6,25.06,86,20,2.66,EC,2024-04-25
515,ouesso,1.6136,16.0517,20.8,99,87,0.97,CG,2024-04-25
516,pangoa,-12.1167,-73.0,21.55,99,100,0.75,PE,2024-04-25
517,chebba,35.2372,11.115,11.29,61,0,4.88,TN,2024-04-25
518,gagarin,55.5529,34.9954,9.39,90,95,6.69,RU,2024-04-25
519,mount isa,-20.7333,139.5,28.87,32,100,5.14,AU,2024-04-25
520,toledo,39.8333,-4.0,8.85,55,49,0.68,ES,2024-04-25
521,usinsk,65.9939,57.5281,-9.4,95,46,2.68,RU,2024-04-25
522,torghay,49.6339,63.4981,12.03,55,100,9.05,KZ,2024-04-25
523,palestine,31.9216,35.2033,24.97,24,85,8.24,PS,2024-04-25
524,talara,-4.5772,-81.2719,24.42,78,0,6.69,PE,2024-04-25
525,lokomotivnyy,53.0118,60.5684,6.31,56,100,4.64,RU,2024-04-25
526,jaicos,-7.3592,-41.1378,23.15,71,21,1.03,BR,2024-04-25
527,mokhsogollokh,61.4681,128.9203,-4.32,86,100,5.94,RU,2024-04-25
528,svetlyy yar,48.4748,44.781,12.78,59,30,3.9,RU,2024-04-25
529,weatherford,32.7593,-97.7972,23.8,80,99,0.45,US,2024-04-25
530,sarkand,45.41,79.9186,13.79,46,95,1.9,KZ,2024-04-25
531,tromso,69.6496,18.957,1.01,75,20,1.03,NO,2024-04-25
532,tongouson,5.0214,120.1328,28.88,78,93,3.78,PH,2024-04-25
533,qarazhal,48.0078,70.7903,13.69,49,49,7.37,KZ,2024-04-25
534,makokou,0.5738,12.8642,21.1,98,99,0.48,GA,2024-04-25
535,rosarito,32.3333,-117.0333,16.38,75,43,4.85,MX,2024-04-25
536,northam,51.0333,-4.2167,6.45,87,16,1.68,GB,2024-04-25
537,urangan,-25.3,152.9,24.41,51,5,0.39,AU,2024-04-25
538,moyale,3.5167,39.0584,19.42,91,100,1.17,KE,2024-04-25
539,tolanaro,-25.0319,46.9987,22.04,88,20,4.12,MG,2024-04-25
540,powell river,49.8496,-124.5361,11.22,76,75,3.6,CA,2024-04-25
541,bodo,67.28,14.405,2.02,70,0,7.72,NO,2024-04-25
542,tafresh,34.692,50.013,8.52,76,5,1.64,IR,2024-04-25
543,faya-largeau,17.9257,19.1043,30.68,11,5,2.58,TD,2024-04-25
544,lubang,13.8584,120.124,28.96,79,0,8.34,PH,2024-04-25
545,kapa'a,22.0752,-159.319,27.99,82,100,8.23,US,2024-04-25
546,tofol,5.3248,163.0078,28.6,78,77,6.01,FM,2024-04-25
547,khandyga,62.6667,135.6,-1.66,83,100,3.89,RU,2024-04-25
548,norderney,53.7,7.15,5.01,75,100,8.6,DE,2024-04-25
549,church hill,36.5223,-82.7135,13.66,82,18,1.15,US,2024-04-25
550,pirai do sul,-24.5261,-49.9486,16.81,98,92,1.06,BR,2024-04-25
551,bandiagara,14.3501,-3.6104,32.53,15,93,4.57,ML,2024-04-25
552,burang,30.25,81.1667,-0.24,30,5,1.74,CN,2024-04-25
553,bamboo flat,11.7,92.7167,33.05,66,20,2.06,IN,2024-04-25
554,palmas,-10.2128,-48.3603,25.93,94,0,1.54,BR,2024-04-25
555,kangaba,11.9333,-8.4167,33.17,26,94,1.56,ML,2024-04-25
556,trinidad,-14.8333,-64.9,24.7,92,35,1.67,BO,2024-04-25
557,dryden,49.7833,-92.7503,8.16,31,0,3.6,CA,2024-04-25
558,jalesar,27.4833,78.3167,32.41,18,94,2.39,IN,2024-04-25
559,georgievka,49.3314,81.5761,1.03,31,9,4.52,KZ,2024-04-25
560,firozpur jhirka,27.8,76.95,31.23,19,91,2.81,IN,2024-04-25
